year,state_po,county,candidate,party,candidatevotes,totalvotes
2000,KY,Union,Other,NA,18,5368
2000,KY,Warren,Al Gore,democrat,12180,32975
2000,KY,Warren,George W. Bush,republican,20235,32975
2000,KY,Warren,Ralph Nader,green,407,32975
2000,KY,Warren,Other,NA,153,32975
2000,KY,Washington,Al Gore,democrat,1458,4588
2000,KY,Washington,George W. Bush,republican,3044,4588
2000,KY,Washington,Ralph Nader,green,59,4588
2000,KY,Washington,Other,NA,27,4588
2000,KY,Wayne,Al Gore,democrat,2312,6474
2000,KY,Wayne,George W. Bush,republican,4069,6474
2000,KY,Wayne,Ralph Nader,green,45,6474
2000,KY,Wayne,Other,NA,48,6474
2000,KY,Webster,Al Gore,democrat,2388,5072
2000,KY,Webster,George W. Bush,republican,2599,5072
2000,KY,Webster,Ralph Nader,green,52,5072
2000,KY,Webster,Other,NA,33,5072
2000,KY,Whitley,Al Gore,democrat,4101,11774
2000,KY,Whitley,George W. Bush,republican,7502,11774
2000,KY,Whitley,Ralph Nader,green,107,11774
2000,KY,Whitley,Other,NA,64,11774
2000,KY,Wolfe,Al Gore,democrat,1136,2425
2000,KY,Wolfe,George W. Bush,republican,1267,2425
2000,KY,Wolfe,Ralph Nader,green,11,2425
2000,KY,Wolfe,Other,NA,11,2425
2000,KY,Woodford,Al Gore,democrat,3995,10137
2000,KY,Woodford,George W. Bush,republican,5890,10137
2000,KY,Woodford,Ralph Nader,green,199,10137
2000,KY,Woodford,Other,NA,53,10137
2000,LA,Acadia,Al Gore,democrat,8892,23238
2000,LA,Acadia,George W. Bush,republican,13814,23238
2000,LA,Acadia,Ralph Nader,green,227,23238
2000,LA,Acadia,Other,NA,305,23238
2000,LA,Allen,Al Gore,democrat,3914,8292
2000,LA,Allen,George W. Bush,republican,4035,8292
2000,LA,Allen,Ralph Nader,green,115,8292
2000,LA,Allen,Other,NA,228,8292
2000,LA,Ascension,Al Gore,democrat,13385,30844
2000,LA,Ascension,George W. Bush,republican,16818,30844
2000,LA,Ascension,Ralph Nader,green,340,30844
2000,LA,Ascension,Other,NA,301,30844
2000,LA,Assumption,Al Gore,democrat,5222,10053
2000,LA,Assumption,George W. Bush,republican,4388,10053
2000,LA,Assumption,Ralph Nader,green,119,10053
2000,LA,Assumption,Other,NA,324,10053
2000,LA,Avoyelles,Al Gore,democrat,6701,14653
2000,LA,Avoyelles,George W. Bush,republican,7329,14653
2000,LA,Avoyelles,Ralph Nader,green,170,14653
2000,LA,Avoyelles,Other,NA,453,14653
2000,LA,Beauregard,Al Gore,democrat,3958,12205
2000,LA,Beauregard,George W. Bush,republican,7862,12205
2000,LA,Beauregard,Ralph Nader,green,155,12205
2000,LA,Beauregard,Other,NA,230,12205
2000,LA,Bienville,Al Gore,democrat,3413,7006
2000,LA,Bienville,George W. Bush,republican,3269,7006
2000,LA,Bienville,Ralph Nader,green,50,7006
2000,LA,Bienville,Other,NA,274,7006
2000,LA,Bossier,Al Gore,democrat,11933,35915
2000,LA,Bossier,George W. Bush,republican,23224,35915
2000,LA,Bossier,Ralph Nader,green,295,35915
2000,LA,Bossier,Other,NA,463,35915
2000,LA,Caddo,Al Gore,democrat,47530,95639
2000,LA,Caddo,George W. Bush,republican,46807,95639
2000,LA,Caddo,Ralph Nader,green,734,95639
2000,LA,Caddo,Other,NA,568,95639
2000,LA,Calcasieu,Al Gore,democrat,33919,73636
2000,LA,Calcasieu,George W. Bush,republican,38086,73636
2000,LA,Calcasieu,Ralph Nader,green,895,73636
2000,LA,Calcasieu,Other,NA,736,73636
2000,LA,Caldwell,Al Gore,democrat,1359,4328
2000,LA,Caldwell,George W. Bush,republican,2817,4328
2000,LA,Caldwell,Ralph Nader,green,37,4328
2000,LA,Caldwell,Other,NA,115,4328
2000,LA,Cameron,Al Gore,democrat,1435,4183
2000,LA,Cameron,George W. Bush,republican,2593,4183
2000,LA,Cameron,Ralph Nader,green,46,4183
2000,LA,Cameron,Other,NA,109,4183
2000,LA,Catahoula,Al Gore,democrat,1718,4765
2000,LA,Catahoula,George W. Bush,republican,2912,4765
2000,LA,Catahoula,Ralph Nader,green,28,4765
2000,LA,Catahoula,Other,NA,107,4765
2000,LA,Claiborne,Al Gore,democrat,2721,6281
2000,LA,Claiborne,George W. Bush,republican,3384,6281
2000,LA,Claiborne,Ralph Nader,green,35,6281
2000,LA,Claiborne,Other,NA,141,6281
2000,LA,Concordia,Al Gore,democrat,3569,8499
2000,LA,Concordia,George W. Bush,republican,4627,8499
2000,LA,Concordia,Ralph Nader,green,54,8499
2000,LA,Concordia,Other,NA,249,8499
2000,LA,De Soto,Al Gore,democrat,5036,10596
2000,LA,De Soto,George W. Bush,republican,5260,10596
2000,LA,De Soto,Ralph Nader,green,67,10596
2000,LA,De Soto,Other,NA,233,10596
2000,LA,East Baton Rouge,Al Gore,democrat,76516,168989
2000,LA,East Baton Rouge,George W. Bush,republican,89128,168989
2000,LA,East Baton Rouge,Ralph Nader,green,2105,168989
2000,LA,East Baton Rouge,Other,NA,1240,168989
2000,LA,East Carroll,Al Gore,democrat,1876,3245
2000,LA,East Carroll,George W. Bush,republican,1280,3245
2000,LA,East Carroll,Ralph Nader,green,16,3245
2000,LA,East Carroll,Other,NA,73,3245
2000,LA,East Feliciana,Al Gore,democrat,3870,8099
2000,LA,East Feliciana,George W. Bush,republican,4051,8099
2000,LA,East Feliciana,Ralph Nader,green,60,8099
2000,LA,East Feliciana,Other,NA,118,8099
2000,LA,Evangeline,Al Gore,democrat,5763,13612
2000,LA,Evangeline,George W. Bush,republican,7290,13612
2000,LA,Evangeline,Ralph Nader,green,140,13612
2000,LA,Evangeline,Other,NA,419,13612
2000,LA,Franklin,Al Gore,democrat,2792,8356
2000,LA,Franklin,George W. Bush,republican,5363,8356
2000,LA,Franklin,Ralph Nader,green,51,8356
2000,LA,Franklin,Other,NA,150,8356
2000,LA,Grant,Al Gore,democrat,2099,7055
2000,LA,Grant,George W. Bush,republican,4784,7055
2000,LA,Grant,Ralph Nader,green,57,7055
2000,LA,Grant,Other,NA,115,7055
2000,LA,Iberia,Al Gore,democrat,11762,30020
2000,LA,Iberia,George W. Bush,republican,17236,30020
2000,LA,Iberia,Ralph Nader,green,365,30020
2000,LA,Iberia,Other,NA,657,30020
2000,LA,Iberville,Al Gore,democrat,8355,14503
2000,LA,Iberville,George W. Bush,republican,5573,14503
2000,LA,Iberville,Ralph Nader,green,175,14503
2000,LA,Iberville,Other,NA,400,14503
2000,LA,Jackson,Al Gore,democrat,2582,7106
2000,LA,Jackson,George W. Bush,republican,4347,7106
2000,LA,Jackson,Ralph Nader,green,53,7106
2000,LA,Jackson,Other,NA,124,7106
2000,LA,Jefferson,Al Gore,democrat,70411,179151
2000,LA,Jefferson,George W. Bush,republican,105003,179151
2000,LA,Jefferson,Ralph Nader,green,2293,179151
2000,LA,Jefferson,Other,NA,1444,179151
2000,LA,Jefferson Davis,Al Gore,democrat,5162,12546
2000,LA,Jefferson Davis,George W. Bush,republican,6945,12546
2000,LA,Jefferson Davis,Ralph Nader,green,143,12546
2000,LA,Jefferson Davis,Other,NA,296,12546
2000,LA,Lafayette,Al Gore,democrat,27190,78293
2000,LA,Lafayette,George W. Bush,republican,48491,78293
2000,LA,Lafayette,Ralph Nader,green,1510,78293
2000,LA,Lafayette,Other,NA,1102,78293
2000,LA,Lafourche,Al Gore,democrat,14627,34449
2000,LA,Lafourche,George W. Bush,republican,18575,34449
2000,LA,Lafourche,Ralph Nader,green,424,34449
2000,LA,Lafourche,Other,NA,823,34449
2000,LA,La Salle,Al Gore,democrat,1397,6108
2000,LA,La Salle,George W. Bush,republican,4564,6108
2000,LA,La Salle,Ralph Nader,green,57,6108
2000,LA,La Salle,Other,NA,90,6108
2000,LA,Lincoln,Al Gore,democrat,6851,16551
2000,LA,Lincoln,George W. Bush,republican,9246,16551
2000,LA,Lincoln,Ralph Nader,green,124,16551
2000,LA,Lincoln,Other,NA,330,16551
2000,LA,Livingston,Al Gore,democrat,11008,36865
2000,LA,Livingston,George W. Bush,republican,24889,36865
2000,LA,Livingston,Ralph Nader,green,384,36865
2000,LA,Livingston,Other,NA,584,36865
2000,LA,Madison,Al Gore,democrat,2489,4743
2000,LA,Madison,George W. Bush,republican,2127,4743
2000,LA,Madison,Ralph Nader,green,37,4743
2000,LA,Madison,Other,NA,90,4743
2000,LA,Morehouse,Al Gore,democrat,5289,12321
2000,LA,Morehouse,George W. Bush,republican,6641,12321
2000,LA,Morehouse,Ralph Nader,green,103,12321
2000,LA,Morehouse,Other,NA,288,12321
2000,LA,Natchitoches,Al Gore,democrat,6924,14857
2000,LA,Natchitoches,George W. Bush,republican,7332,14857
2000,LA,Natchitoches,Ralph Nader,green,109,14857
2000,LA,Natchitoches,Other,NA,492,14857
2000,LA,Orleans,Al Gore,democrat,137630,181221
2000,LA,Orleans,George W. Bush,republican,39404,181221
2000,LA,Orleans,Ralph Nader,green,3025,181221
2000,LA,Orleans,Other,NA,1162,181221
2000,LA,Ouachita,Al Gore,democrat,21457,58211
2000,LA,Ouachita,George W. Bush,republican,35107,58211
2000,LA,Ouachita,Ralph Nader,green,529,58211
2000,LA,Ouachita,Other,NA,1118,58211
2000,LA,Plaquemines,Al Gore,democrat,4425,10931
2000,LA,Plaquemines,George W. Bush,republican,6302,10931
2000,LA,Plaquemines,Ralph Nader,green,104,10931
2000,LA,Plaquemines,Other,NA,100,10931
2000,LA,Pointe Coupee,Al Gore,democrat,5813,10832
2000,LA,Pointe Coupee,George W. Bush,republican,4710,10832
2000,LA,Pointe Coupee,Ralph Nader,green,108,10832
2000,LA,Pointe Coupee,Other,NA,201,10832
2000,LA,Rapides,Al Gore,democrat,18898,49024
2000,LA,Rapides,George W. Bush,republican,28831,49024
2000,LA,Rapides,Ralph Nader,green,446,49024
2000,LA,Rapides,Other,NA,849,49024
2000,LA,Red River,Al Gore,democrat,2177,4522
2000,LA,Red River,George W. Bush,republican,2200,4522
2000,LA,Red River,Ralph Nader,green,35,4522
2000,LA,Red River,Other,NA,110,4522
2000,LA,Richland,Al Gore,democrat,3282,8485
2000,LA,Richland,George W. Bush,republican,4895,8485
2000,LA,Richland,Ralph Nader,green,51,8485
2000,LA,Richland,Other,NA,257,8485
2000,LA,Sabine,Al Gore,democrat,2846,8862
2000,LA,Sabine,George W. Bush,republican,5754,8862
2000,LA,Sabine,Ralph Nader,green,81,8862
2000,LA,Sabine,Other,NA,181,8862
2000,LA,St. Bernard,Al Gore,democrat,11682,28621
2000,LA,St. Bernard,George W. Bush,republican,16255,28621
2000,LA,St. Bernard,Ralph Nader,green,397,28621
2000,LA,St. Bernard,Other,NA,287,28621
2000,LA,St. Charles,Al Gore,democrat,8918,21510
2000,LA,St. Charles,George W. Bush,republican,11981,21510
2000,LA,St. Charles,Ralph Nader,green,215,21510
2000,LA,St. Charles,Other,NA,396,21510
2000,LA,St. Helena,Al Gore,democrat,3059,5254
2000,LA,St. Helena,George W. Bush,republican,1965,5254
2000,LA,St. Helena,Ralph Nader,green,65,5254
2000,LA,St. Helena,Other,NA,165,5254
2000,LA,St. James,Al Gore,democrat,6523,10705
2000,LA,St. James,George W. Bush,republican,3813,10705
2000,LA,St. James,Ralph Nader,green,61,10705
2000,LA,St. James,Other,NA,308,10705
2000,LA,St. John the Baptist,Al Gore,democrat,9745,17713
2000,LA,St. John the Baptist,George W. Bush,republican,7423,17713
2000,LA,St. John the Baptist,Ralph Nader,green,164,17713
2000,LA,St. John the Baptist,Other,NA,381,17713
2000,LA,St. Landry,Al Gore,democrat,18067,34151
2000,LA,St. Landry,George W. Bush,republican,15449,34151
2000,LA,St. Landry,Ralph Nader,green,225,34151
2000,LA,St. Landry,Other,NA,410,34151
2000,LA,St. Martin,Al Gore,democrat,9853,20778
2000,LA,St. Martin,George W. Bush,republican,9961,20778
2000,LA,St. Martin,Ralph Nader,green,268,20778
2000,LA,St. Martin,Other,NA,696,20778
2000,LA,St. Mary,Al Gore,democrat,9851,21810
2000,LA,St. Mary,George W. Bush,republican,11325,21810
2000,LA,St. Mary,Ralph Nader,green,214,21810
2000,LA,St. Mary,Other,NA,420,21810
2000,LA,St. Tammany,Al Gore,democrat,22722,83737
2000,LA,St. Tammany,George W. Bush,republican,59193,83737
2000,LA,St. Tammany,Ralph Nader,green,1199,83737
2000,LA,St. Tammany,Other,NA,623,83737
2000,LA,Tangipahoa,Al Gore,democrat,15843,37155
2000,LA,Tangipahoa,George W. Bush,republican,20421,37155
2000,LA,Tangipahoa,Ralph Nader,green,405,37155
2000,LA,Tangipahoa,Other,NA,486,37155
2000,LA,Tensas,Al Gore,democrat,1580,3010
2000,LA,Tensas,George W. Bush,republican,1330,3010
2000,LA,Tensas,Ralph Nader,green,20,3010
2000,LA,Tensas,Other,NA,80,3010
2000,LA,Terrebonne,Al Gore,democrat,14414,36675
2000,LA,Terrebonne,George W. Bush,republican,21314,36675
2000,LA,Terrebonne,Ralph Nader,green,310,36675
2000,LA,Terrebonne,Other,NA,637,36675
2000,LA,Union,Al Gore,democrat,3205,9343
2000,LA,Union,George W. Bush,republican,5772,9343
2000,LA,Union,Ralph Nader,green,66,9343
2000,LA,Union,Other,NA,300,9343
2000,LA,Vermilion,Al Gore,democrat,8704,22235
2000,LA,Vermilion,George W. Bush,republican,12495,22235
2000,LA,Vermilion,Ralph Nader,green,307,22235
2000,LA,Vermilion,Other,NA,729,22235
2000,LA,Vernon,Al Gore,democrat,4655,13827
2000,LA,Vernon,George W. Bush,republican,8794,13827
2000,LA,Vernon,Ralph Nader,green,151,13827
2000,LA,Vernon,Other,NA,227,13827
2000,LA,Washington,Al Gore,democrat,7399,16887
2000,LA,Washington,George W. Bush,republican,8983,16887
2000,LA,Washington,Ralph Nader,green,126,16887
2000,LA,Washington,Other,NA,379,16887
2000,LA,Webster,Al Gore,democrat,7197,17090
2000,LA,Webster,George W. Bush,republican,9420,17090
2000,LA,Webster,Ralph Nader,green,120,17090
2000,LA,Webster,Other,NA,353,17090
2000,LA,West Baton Rouge,Al Gore,democrat,5058,10169
2000,LA,West Baton Rouge,George W. Bush,republican,4924,10169
2000,LA,West Baton Rouge,Ralph Nader,green,69,10169
2000,LA,West Baton Rouge,Other,NA,118,10169
2000,LA,West Carroll,Al Gore,democrat,1319,4675
2000,LA,West Carroll,George W. Bush,republican,3220,4675
2000,LA,West Carroll,Ralph Nader,green,25,4675
2000,LA,West Carroll,Other,NA,111,4675
2000,LA,West Feliciana,Al Gore,democrat,2187,4860
2000,LA,West Feliciana,George W. Bush,republican,2512,4860
2000,LA,West Feliciana,Ralph Nader,green,62,4860
2000,LA,West Feliciana,Other,NA,99,4860
2000,LA,Winn,Al Gore,democrat,2167,6361
2000,LA,Winn,George W. Bush,republican,4028,6361
2000,LA,Winn,Ralph Nader,green,52,6361
2000,LA,Winn,Other,NA,114,6361
2000,ME,Androscoggin,Al Gore,democrat,26251,49245
2000,ME,Androscoggin,George W. Bush,republican,19948,49245
2000,ME,Androscoggin,Ralph Nader,green,2388,49245
2000,ME,Androscoggin,Other,NA,658,49245
2000,ME,Aroostook,Al Gore,democrat,17196,35143
2000,ME,Aroostook,George W. Bush,republican,16555,35143
2000,ME,Aroostook,Ralph Nader,green,1055,35143
2000,ME,Aroostook,Other,NA,337,35143
2000,ME,Cumberland,Al Gore,democrat,74203,142620
2000,ME,Cumberland,George W. Bush,republican,58543,142620
2000,ME,Cumberland,Ralph Nader,green,8576,142620
2000,ME,Cumberland,Other,NA,1298,142620
2000,ME,Franklin,Al Gore,democrat,7593,15448
2000,ME,Franklin,George W. Bush,republican,6459,15448
2000,ME,Franklin,Ralph Nader,green,1115,15448
2000,ME,Franklin,Other,NA,281,15448
2000,ME,Hancock,Al Gore,democrat,12983,28574
2000,ME,Hancock,George W. Bush,republican,12732,28574
2000,ME,Hancock,Ralph Nader,green,2513,28574
2000,ME,Hancock,Other,NA,346,28574
2000,ME,Kennebec,Al Gore,democrat,31198,58907
2000,ME,Kennebec,George W. Bush,republican,23967,58907
2000,ME,Kennebec,Ralph Nader,green,2955,58907
2000,ME,Kennebec,Other,NA,787,58907
2000,ME,Knox,Al Gore,democrat,9453,20501
2000,ME,Knox,George W. Bush,republican,8968,20501
2000,ME,Knox,Ralph Nader,green,1810,20501
2000,ME,Knox,Other,NA,270,20501
2000,ME,Lincoln,Al Gore,democrat,8634,19671
2000,ME,Lincoln,George W. Bush,republican,9457,19671
2000,ME,Lincoln,Ralph Nader,green,1323,19671
2000,ME,Lincoln,Other,NA,257,19671
2000,ME,Oxford,Al Gore,democrat,13649,27493
2000,ME,Oxford,George W. Bush,republican,11835,27493
2000,ME,Oxford,Ralph Nader,green,1509,27493
2000,ME,Oxford,Other,NA,500,27493
2000,ME,Penobscot,Al Gore,democrat,32868,73206
2000,ME,Penobscot,George W. Bush,republican,35620,73206
2000,ME,Penobscot,Ralph Nader,green,3772,73206
2000,ME,Penobscot,Other,NA,946,73206
2000,ME,Piscataquis,Al Gore,democrat,3745,9256
2000,ME,Piscataquis,George W. Bush,republican,4845,9256
2000,ME,Piscataquis,Ralph Nader,green,471,9256
2000,ME,Piscataquis,Other,NA,195,9256
2000,ME,Sagadahoc,Al Gore,democrat,8844,18406
2000,ME,Sagadahoc,George W. Bush,republican,8052,18406
2000,ME,Sagadahoc,Ralph Nader,green,1278,18406
2000,ME,Sagadahoc,Other,NA,232,18406
2000,ME,Somerset,Al Gore,democrat,11538,23951
2000,ME,Somerset,George W. Bush,republican,10684,23951
2000,ME,Somerset,Ralph Nader,green,1239,23951
2000,ME,Somerset,Other,NA,490,23951
2000,ME,Waldo,Al Gore,democrat,8477,19138
2000,ME,Waldo,George W. Bush,republican,8689,19138
2000,ME,Waldo,Ralph Nader,green,1690,19138
2000,ME,Waldo,Other,NA,282,19138
2000,ME,Washington,Al Gore,democrat,6701,15708
2000,ME,Washington,George W. Bush,republican,7958,15708
2000,ME,Washington,Ralph Nader,green,802,15708
2000,ME,Washington,Other,NA,247,15708
2000,ME,York,Al Gore,democrat,46618,94550
2000,ME,York,George W. Bush,republican,42304,94550
2000,ME,York,Ralph Nader,green,4631,94550
2000,ME,York,Other,NA,997,94550
2000,MD,Allegany,Al Gore,democrat,10894,26371
2000,MD,Allegany,George W. Bush,republican,14656,26371
2000,MD,Allegany,Ralph Nader,green,610,26371
2000,MD,Allegany,Other,NA,211,26371
2000,MD,Anne Arundel,Al Gore,democrat,89624,200657
2000,MD,Anne Arundel,George W. Bush,republican,104209,200657
2000,MD,Anne Arundel,Ralph Nader,green,5493,200657
2000,MD,Anne Arundel,Other,NA,1331,200657
2000,MD,Baltimore,Al Gore,democrat,160635,304084
2000,MD,Baltimore,George W. Bush,republican,133033,304084
2000,MD,Baltimore,Ralph Nader,green,8544,304084
2000,MD,Baltimore,Other,NA,1872,304084
2000,MD,Calvert,Al Gore,democrat,12986,29806
2000,MD,Calvert,George W. Bush,republican,16004,29806
2000,MD,Calvert,Ralph Nader,green,660,29806
2000,MD,Calvert,Other,NA,156,29806
2000,MD,Caroline,Al Gore,democrat,3396,8952
2000,MD,Caroline,George W. Bush,republican,5300,8952
2000,MD,Caroline,Ralph Nader,green,198,8952
2000,MD,Caroline,Other,NA,58,8952
2000,MD,Carroll,Al Gore,democrat,20146,64027
2000,MD,Carroll,George W. Bush,republican,41742,64027
2000,MD,Carroll,Ralph Nader,green,1681,64027
2000,MD,Carroll,Other,NA,458,64027
2000,MD,Cecil,Al Gore,democrat,12327,28876
2000,MD,Cecil,George W. Bush,republican,15494,28876
2000,MD,Cecil,Ralph Nader,green,794,28876
2000,MD,Cecil,Other,NA,261,28876
2000,MD,Charles,Al Gore,democrat,21873,44592
2000,MD,Charles,George W. Bush,republican,21768,44592
2000,MD,Charles,Ralph Nader,green,755,44592
2000,MD,Charles,Other,NA,196,44592
2000,MD,Dorchester,Al Gore,democrat,5232,11392
2000,MD,Dorchester,George W. Bush,republican,5847,11392
2000,MD,Dorchester,Ralph Nader,green,222,11392
2000,MD,Dorchester,Other,NA,91,11392
2000,MD,Frederick,Al Gore,democrat,30725,78661
2000,MD,Frederick,George W. Bush,republican,45350,78661
2000,MD,Frederick,Ralph Nader,green,2052,78661
2000,MD,Frederick,Other,NA,534,78661
2000,MD,Garrett,Al Gore,democrat,2872,10655
2000,MD,Garrett,George W. Bush,republican,7514,10655
2000,MD,Garrett,Ralph Nader,green,203,10655
2000,MD,Garrett,Other,NA,66,10655
2000,MD,Harford,Al Gore,democrat,35665,91424
2000,MD,Harford,George W. Bush,republican,52862,91424
2000,MD,Harford,Ralph Nader,green,2298,91424
2000,MD,Harford,Other,NA,599,91424
2000,MD,Howard,Al Gore,democrat,58556,112779
2000,MD,Howard,George W. Bush,republican,49809,112779
2000,MD,Howard,Ralph Nader,green,3643,112779
2000,MD,Howard,Other,NA,771,112779
2000,MD,Kent,Al Gore,democrat,3627,8085
2000,MD,Kent,George W. Bush,republican,4155,8085
2000,MD,Kent,Ralph Nader,green,270,8085
2000,MD,Kent,Other,NA,33,8085
2000,MD,Montgomery,Al Gore,democrat,232453,371688
2000,MD,Montgomery,George W. Bush,republican,124580,371688
2000,MD,Montgomery,Ralph Nader,green,12485,371688
2000,MD,Montgomery,Other,NA,2170,371688
2000,MD,Prince George's,Al Gore,democrat,216119,271909
2000,MD,Prince George's,George W. Bush,republican,49987,271909
2000,MD,Prince George's,Ralph Nader,green,4497,271909
2000,MD,Prince George's,Other,NA,1306,271909
2000,MD,Queen Anne's,Al Gore,democrat,6257,16761
2000,MD,Queen Anne's,George W. Bush,republican,9970,16761
2000,MD,Queen Anne's,Ralph Nader,green,446,16761
2000,MD,Queen Anne's,Other,NA,88,16761
2000,MD,St. Mary's,Al Gore,democrat,11912,29501
2000,MD,St. Mary's,George W. Bush,republican,16856,29501
2000,MD,St. Mary's,Ralph Nader,green,568,29501
2000,MD,St. Mary's,Other,NA,165,29501
2000,MD,Somerset,Al Gore,democrat,3785,7604
2000,MD,Somerset,George W. Bush,republican,3609,7604
2000,MD,Somerset,Ralph Nader,green,142,7604
2000,MD,Somerset,Other,NA,68,7604
2000,MD,Talbot,Al Gore,democrat,5854,15234
2000,MD,Talbot,George W. Bush,republican,8874,15234
2000,MD,Talbot,Ralph Nader,green,424,15234
2000,MD,Talbot,Other,NA,82,15234
2000,MD,Washington,Al Gore,democrat,18221,47470
2000,MD,Washington,George W. Bush,republican,27948,47470
2000,MD,Washington,Ralph Nader,green,1027,47470
2000,MD,Washington,Other,NA,274,47470
2000,MD,Wicomico,Al Gore,democrat,14469,31795
2000,MD,Wicomico,George W. Bush,republican,16338,31795
2000,MD,Wicomico,Ralph Nader,green,762,31795
2000,MD,Wicomico,Other,NA,226,31795
2000,MD,Worcester,Al Gore,democrat,9389,20753
2000,MD,Worcester,George W. Bush,republican,10742,20753
2000,MD,Worcester,Ralph Nader,green,482,20753
2000,MD,Worcester,Other,NA,140,20753
2000,MD,Baltimore City,Al Gore,democrat,158765,192404
2000,MD,Baltimore City,George W. Bush,republican,27150,192404
2000,MD,Baltimore City,Ralph Nader,green,5512,192404
2000,MD,Baltimore City,Other,NA,977,192404
2000,MA,Barnstable,Al Gore,democrat,62363,121086
2000,MA,Barnstable,George W. Bush,republican,49686,121086
2000,MA,Barnstable,Ralph Nader,green,7976,121086
2000,MA,Barnstable,Other,NA,1061,121086
2000,MA,Berkshire,Al Gore,democrat,37934,59411
2000,MA,Berkshire,George W. Bush,republican,15805,59411
2000,MA,Berkshire,Ralph Nader,green,4472,59411
2000,MA,Berkshire,Other,NA,1200,59411
2000,MA,Bristol,Al Gore,democrat,136325,211337
2000,MA,Bristol,George W. Bush,republican,62848,211337
2000,MA,Bristol,Ralph Nader,green,9554,211337
2000,MA,Bristol,Other,NA,2610,211337
2000,MA,Dukes,Al Gore,democrat,5474,8856
2000,MA,Dukes,George W. Bush,republican,2315,8856
2000,MA,Dukes,Ralph Nader,green,983,8856
2000,MA,Dukes,Other,NA,84,8856
2000,MA,Essex,Al Gore,democrat,178400,310333
2000,MA,Essex,George W. Bush,republican,110010,310333
2000,MA,Essex,Ralph Nader,green,17955,310333
2000,MA,Essex,Other,NA,3968,310333
2000,MA,Franklin,Al Gore,democrat,17945,33366
2000,MA,Franklin,George W. Bush,republican,10176,33366
2000,MA,Franklin,Ralph Nader,green,4627,33366
2000,MA,Franklin,Other,NA,618,33366
2000,MA,Hampden,Al Gore,democrat,100103,172093
2000,MA,Hampden,George W. Bush,republican,59558,172093
2000,MA,Hampden,Ralph Nader,green,10326,172093
